ISBN,avg_rating,rating_count,Book-Title,Book-Author,Year-Of-Publication,popularity_score
8420636282,9.0,4,El Principito,Antoine De Saint-Exupery,2002.0,36.0
8420639508,8.0,1,Canibales y Reyes,Marvin Harris,1998.0,8.0
842063977X,8.0,1,Bueno Para Comer,Marvin Harris,2000.0,8.0
8420646032,6.0,3,"Horror de Dunwich, El",H. P. Lovecraft,1994.0,18.0
8420646407,5.0,1,"Drogas, Las - de Los Origenes a la Prohibic.",Antonio Escohotado,1995.0,5.0
8420646717,9.0,1,El Diablo De LA Botella/the Bottled Imp,Robert Louis Stevenson,1996.0,9.0
8420725927,7.6,5,Lazarillo De Tormes (Biblioteca Didactica Anaya),Anonimo,1998.0,38.0
8420725943,8.0,2,Cuentos (Biblioteca Didactica Anaya),Leopoldo Alas,1998.0,16.0
8420729590,4.0,1,Villa y Zapata,M. De Orellana,1992.0,4.0
8421615386,6.0,1,El Tiempo y la Promesa,Concha Lopez Narvaez,1990.0,6.0
8421615734,7.0,1,Los Amigos,Angela Ionescu,1998.0,7.0
8421618024,7.0,1,Lirios de Agua Para Diosa,Juana Aurora Mayoral,1998.0,7.0
8421622749,9.0,1,Patio de Corredor,Montserrat Del Amo,1994.0,9.0
8423108562,7.0,1,Aprende Fotografia/Learn Photography,Antoine Desilets,1984.0,7.0
8423302229,9.0,1,Diario de Un Emigrante,Miguel Delibes,1997.0,9.0
8423306348,6.0,1,El Tercer Ojo,Lobsang Rampa,2001.0,6.0
8423307328,7.0,4,"LA Familia De Pascual Duarte (Coleccion Destinolibro, V. 63)",Camilo Jose Cela,1996.0,28.0
8423309142,6.5,2,Requiem Por un Campesino Espanol (Coleccibon Destinolibro),Ramon J. Sender,1997.0,13.0
8423309150,7.0,2,El Jarama,Rafael Sanchez Ferlosio,0.0,14.0
8423309177,6.0,2,Entre visillos,Gaite Carmen Martin,1958.0,12.0
8423309223,8.333333333333334,6,Rebelion en la Granja,George Orwell,1983.0,50.0
8423309738,6.5,2,Diario de Un Emigrante (Destinolibro ; v. 44),Miguel Delibes,1997.0,13.0
8423309878,7.0,1,Diario De UN Cazador,Miguel Delibes,2003.0,7.0
8423325105,8.5,2,NADA,Carmen Laforet,1999.0,17.0
8423329860,6.0,1,Beatriz y Los Cuerpos Celestes: Una Novela Rosa (Coleccion Ancora y Delfin),Lucia Etxebarria,1998.0,6.0
8423330702,8.0,1,No confundas,HervÃ© Tullet,2001.0,8.0
8423331962,9.0,2,Alquimista Impaciente el (Coleccion Ancora y Delfin),Lorenzo Silva,2000.0,18.0
8423333205,9.0,1,Nosotros Que No Somos Como,Luca Etxebarria,2003.0,9.0
8423906205,8.0,1,Paradox Rey,Baroja,1988.0,8.0
8423911411,7.0,2,Viaje a la Alcarria: Las botas de siete leguas (ColecciÃ³n austral ; no. 1141),Camilo JosÃ© Cela,1973.0,14.0
8423911748,8.0,2,"Aventuras, Inventos Y Mixtificaciones De Silvestre Paradox: Aventuras, Inventos Y Mixtificaciones De Silvestre Paradox",Baroja,0.0,16.0
8423913074,8.0,1,Luces de bohemia: Esperpento (ColecciÃ³n austral ; no. 1307),RamÃ³n del Valle-InclÃ¡n,1975.0,8.0
8423915379,8.0,1,Tres Sombreros De Copa,Miguel Mihura,1986.0,8.0
8423918106,7.5,2,Historia De Una Escalera Las Meninas (Literatura),Antonio Buero Vallejo,1989.0,15.0
8423920240,7.0,1,Historia de la vida del BuscÃ³n (Selecciones Austral ; 24 : ClÃ¡sicos),Francisco de Quevedo,1977.0,7.0
8423920399,7.0,1,Romancero gitano ; Poema del cante jondo (Selecciones Austral ; 39 : PoesÃ­a),Federico GarcÃ­a Lorca,1978.0,7.0
8423935825,5.0,1,"Es Facil Dejar De Fumar, Si Sabes Como",Allen Carr,0.0,5.0
8423951537,7.0,3,El Corazon Del Tartaro (Narrativa),Rosa Montero,2002.0,21.0
8423970647,3.0,1,No Pasaran! El Videojuego,Chrstine Lehmann,2002.0,3.0
8423974006,9.0,1,Veinte Poemas De Amor Y Una Cancion Desesperada: Spanish Edition (PoesÃ­a),Pablo Neruda,1995.0,9.0
8423986225,7.0,1,Se vende Ã¡tico: Escenas conyugales para leer a ratos (Espasa humor),Adolfo Marsillach,1995.0,7.0
8423991547,7.0,1,Canto Errante,Ruben Dario,1999.0,7.0
8423995801,10.0,2,La casa de Bernarda Alba,Federico Garcia Lorca,1997.0,20.0
8423998657,7.0,1,Las Bicicletas Son Para El Verano,Ferando Fernan-Gomez,1999.0,7.0
8424128540,7.0,1,La Practica de La Meditacion,J. Boeckel,1992.0,7.0
8424137272,7.0,1,Estambul - Merian Esencial,Jean Ives Merian,1998.0,7.0
8424139070,8.0,1,GuÃ­a prÃ¡ctica del peregrino: El Camino de Santiago,MillÃ¡n Bravo Lozano,1998.0,8.0
8425214807,7.0,1,El Beso de Judas,Joan Fontcuberta,2000.0,7.0
8425309506,8.0,1,Tus Zonas Erroneas/Your Erroneous Zones,Wayne W. Dyer,1985.0,8.0
8425313279,7.0,1,LA Actitud Mental Positiva: UN Camino Hacia El Exito/Success Through an Positive Mental Attitude,Napoleon Hill,1984.0,7.0
8425315972,7.0,1,LA Mascara De LA Hechicera/Mask of the Enchantress,Jean Plaidy,1984.0,7.0
8425318599,5.0,1,LA Niebla/Skeleton Crew,Stephen King,1986.0,5.0
842532176X,7.0,1,Queria Los Pantalones,Lara Cardella,1991.0,7.0
8425326001,8.0,1,Una Fortuna Peligrosa,Ken Follett,1994.0,8.0
8425326095,5.0,1,Una Cruel Bendicion,Danielle Steel,1994.0,5.0
8425334489,7.0,1,"Segundo Angel, El",Philip Kerr,2000.0,7.0
8425337690,8.333333333333334,3,El Secreto de La Diosa,Lorenzo Mediano,2003.0,25.0
8425414296,7.0,1,El Arte de Amargarse La Vida,Paul Watzlawick,1995.0,7.0
8425508355,7.0,1,"Entrenador, El",R. Martens,1996.0,7.0
8426101720,5.0,1,La Historia de San Michele,Axel Munthe,1995.0,5.0
8426327346,8.0,1,Los Espejos Venecianos,Joan Manuel Gisbert,1993.0,8.0
8426411142,8.0,1,Proceso El,Franz Kafka,1993.0,8.0
8426411487,9.0,1,El Nombre De La Rosa/The Name Of The Rose,Umberto Eco,1985.0,9.0
8426411886,7.0,1,El Pendulo de Foucault,Umberto Eco,2000.0,7.0
8427007450,10.0,1,Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman,Thomas Hauser,1982.0,10.0
8427016883,9.0,1,En Busca De Tutankamon,Christian Jacq,1995.0,9.0
8427019696,6.0,1,A ORILLAS DEL RIO PIEDRA ME SENTE Y LLORE,Paulo Coelho,0.0,6.0
8427027516,7.0,1,Loca De Amor,C. Hermary-Vieille,2003.0,7.0
8427028644,7.0,1,LA Boda De Leonor,Mireille Calmel,2002.0,7.0
842720146X,7.0,1,Poirot En Egipto,Agatha Christie,1995.0,7.0
8427285094,5.0,1,El misterio del tren azul,Agatha Christie,1997.0,5.0
8427908040,7.0,1,LA Colmena,Camilo Jose Cela,1987.0,7.0
8428210675,10.0,1,Cultivo de Plantas Medicinales Aromaticas y Condimenticias,Fernandez,1997.0,10.0
8429710329,8.666666666666666,3,Mecanoscrit del segon origen (El Trapezi ; 24),Manuel de Pedrolo,1974.0,26.0
8429714316,7.0,1,Diccionari per a ociosos (ColÂ¨lecciÃ³ universal de butxaca El Cangur ; 41),Joan Fuster,1978.0,7.0
8429725792,7.0,1,Les illes grogues: Tres novelÂ¨les romÃ ntiques (El BalancÃ­),VicenÃ§ Villatoro,1987.0,7.0
8430604162,7.0,1,"Sociedad Multietnica, La",Giovanni Sartori,2001.0,7.0
8431500433,8.0,1,Manual Practico del Astronomo Aficionado,Jose M. Oliver,1992.0,8.0
8431635460,10.0,1,Lazarillo de Tormes,Anonimo,2000.0,10.0
8432037311,7.0,1,Azteca/Aztec,Gary Jennings,1985.0,7.0
8432038598,10.0,1,La vida es sueÃ±o: Drama y auto sacramental (ClÃ¡sicos universales planeta),Pedro CalderÃ³n de la Barca,1981.0,10.0
8432041971,7.0,1,Nueva antologÃ­a del disparate (ColecciÃ³n FÃ¡bula),Luis DÃ­ez JimÃ©nez,1982.0,7.0
8432043559,5.0,1,Misterios al descubierto (Documento),Luis Miravitlles,1985.0,5.0
8432047368,8.0,1,Valle de Los Reyes,John Romer,1998.0,8.0
8432055913,7.666666666666667,3,No Digas Que Fue UN Sueno: Marco Antonio Y Cleopatra/Don't Tell It Was a Dream (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Terenci Moix,1986.0,23.0
8432068012,6.5,2,"Filomeno, a Mi Pesar (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos)",Gonzalo Torrente Ballester,1995.0,13.0
8432068020,7.0,1,El triÃ¡ngulo (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Ricardo de la Cierva,1988.0,7.0
8432069116,7.0,1,LA Rosa De Alejandria,Manuel Vazquez Montalban,1984.0,7.0
8432070157,7.0,1,El triÃ¡ngulo (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Ricardo de la Cierva,1988.0,7.0
8432089079,6.5,2,Tratado de Las Buenas Maneras (ColecciÃ³n FÃ¡bula),Alfonso Ussia,1995.0,13.0
8432203777,7.5,2,Tiempo De Silencio,Luis Martin-Santos,1995.0,15.0
8432204331,7.0,1,Vuelta: (1969-1975),Octavio Paz,1995.0,7.0
8432205311,9.5,2,El Perfume: Historia De UN Asesino/Perfume : The Story of a Murderer,Patrick Suskind,1984.0,19.0
8432206008,6.0,1,Beltenebros (Biblioteca breve),Antonio Munoz Molina,1995.0,6.0
8432206407,7.25,4,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,1995.0,29.0
8432206725,10.0,1,Los Misterios De Madrid (Biblioteca breve),Antonio Munoz Molina,1995.0,10.0
8432207071,1.0,1,"Madrid, Distrito Federal (Biblioteca breve)",J. J Armas Marcelo,1994.0,1.0
843220708X,5.75,4,Donde El Corazon Te Lleve,Susanna Tamaro,1996.0,23.0
8432207829,8.0,1,Sin Noticias de Gurb,Eduardo Mendoza,2001.0,8.0
8432210676,9.0,1,Historias Marginales,Luis Sepulveda,0.0,9.0
8432210900,7.0,3,La Aventura del Tocador de Senoras,Eduardo Mendoza,2001.0,21.0
8432211222,7.0,1,Satanas,Mario Mendoza,2002.0,7.0
8432213985,4.0,1,Mi mamÃ¡ me ama (Nueva narrativa hispÃ¡nica),Emilio DÃ­az ValcÃ¡rcel,1981.0,4.0
8432215007,8.0,3,El perfume,Patrick Suskind,1997.0,24.0
843221521X,8.0,1,Una Habitacion Propia,Virginia Woolf,1997.0,8.0
8432215228,8.0,1,El perfume,Patrick Suskind,1998.0,8.0
8432215333,7.666666666666667,3,El Perfume: Historia De UN Asesino,Patrick Suskind,1998.0,23.0
8432216062,9.0,2,El Perfume: Historia De UN Asesino,Patrick Suskind,2003.0,18.0
8432227587,7.0,1,UN Reparti De Asesinos,Sidney D. Kirkpatrick,2003.0,7.0
8432227692,6.0,1,Malas Artes,Donna Leon,2003.0,6.0
843223012X,8.0,2,El Laberinto De Las Aceitunas,Eduardo Mendoza,1982.0,16.0
8432245607,3.0,1,"Yo, Tu Madre/I, Your Mother",Christiane Collange,1985.0,3.0
8432245933,6.0,1,El Invierno En Lisboa,Antonio Munoz Molina,1995.0,6.0
8433914545,8.4,5,El Palacio de La Luna,Paul Auster,1996.0,42.0
8433914871,7.5,2,Pulp,Charles Bukowski,1997.0,15.0
8433917382,6.0,1,"Historia de un idiota contada por Ã©l mismo, o, El contenido de la felicidad (Narrativas hispÃ¡nicas)",FÃ©lix de AzÃºa,1986.0,6.0
8433920081,5.0,1,El Almuerzo Desnudo,William S. Burroughs,1995.0,5.0
8433920308,5.0,1,A Sangre Fria,Truman Capote,2003.0,5.0
8433920359,8.0,1,Exhibicion Impudica,Tom Sharpe,1991.0,8.0
8433920863,9.0,2,Relatos de Los Inesperado,Roald Dahl,1995.0,18.0
8433923560,6.0,2,Lo Peor de Cada Casa,Tom Sharpe,1996.0,12.0
8433925180,7.5,2,El Antropologo Inocente,Nigel Barley,1998.0,15.0
8433931431,8.0,1,La Hoguera de Las Vanidades,Tom Wolfe,1991.0,8.0
8433966111,7.0,1,La Musica del Azar,Paul Auster,1998.0,7.0
8433966324,9.0,1,Sostiene Pereira,Antonio Tabucchi,1999.0,9.0
8433966715,9.0,2,El Dios de Las Pequenas Cosas,Arundhati Roy,2001.0,18.0
843396710X,10.0,1,Yo Amo a Mi Mami,Jaime Bayly,2003.0,10.0
8433968181,6.0,1,El Capitan Salio a Comer,Charles Bukowski,2003.0,6.0
843396951X,6.5,2,13 99 Euros,Frederic Beigbeder,2002.0,13.0
8433969978,8.75,4,El Libro de Las Ilusiones,Paul Auster,2003.0,35.0
8433970143,6.0,1,La Ceremonia del Masaje,Alan Bennett,2003.0,6.0
8434410990,7.0,1,Etica para Amador (Ariel),Fernando Savater,1991.0,7.0
8434840472,6.5,2,Memorias de Una Vaca,Bernardo Atxaga,1998.0,13.0
8434845091,6.0,1,Falso Movimiento (Gran Angular),Alejandro Gandara,1998.0,6.0
8434850915,10.0,1,Moriras En Chafarinas,Fernando Lalana,1998.0,10.0
8434861836,5.0,1,Pero Que Chicas Tan Malas!,Cynthia Voigt,1998.0,5.0
843500533X,6.0,1,El Reino de Los Reprobos,Anthony Burgess,1996.0,6.0
8435015459,5.0,1,Antologia De LA Literatura Fantastica,Jorge Luis Borges,1998.0,5.0
8435015963,6.0,1,Cuentos Ciertos E Inciertos,Naguib Mahfuz,2002.0,6.0
843509975X,6.0,1,La Perla,John Steinbeck,2003.0,6.0
843760057X,8.0,1,Don Alvaro O LA Fuerza Del Sino (Letras Hispanicas),Duque De Rivas,1988.0,8.0
8437600723,8.0,3,Yerma (Letras hispÃ¡nicas),Federico Garcia Lorca,1998.0,24.0
8437601002,9.0,1,Pic-Nic-El Triciclo el Laberinto,Fernando Arrabal,1985.0,9.0
8437601851,9.0,2,"San Manuel Bueno, Martir",Miguel De Unamuno,1992.0,18.0
8437602262,8.0,1,Los De Abajo (Letras hispÃ¡nicas),Mariano Azuela,1996.0,8.0
843760494X,9.25,4,Cien AÃ±os de Soledad,Gabriel GarcÃ­a MÃ¡rquez,1994.0,37.0
843770085X,6.0,1,Todo para una sombra (Taifa/poesÃ­a),ZoÃ© ValdÃ©s,1986.0,6.0
843970240X,7.5,2,El tercer gemelo,Ken Follett,1997.0,15.0
8439702469,9.0,1,Como Agua Para Chocolate,Laura Esquivel,1990.0,9.0
8439703651,5.0,1,En LA Boca Del Dragon,Ken Follett,2002.0,5.0
8439709498,7.333333333333333,3,Vivir Para Contarla,Gabriel Garcia Marquez,2002.0,22.0
8439719558,7.0,1,Del Amor y Otros Demonios,Gabriel GarcÃ­a MÃ¡rquez,1994.0,7.0
8440461194,5.0,1,Manual de medicina popular Canaria,JosÃ© JaÃ©n,1989.0,5.0
8440609191,7.0,1,Donde Esta Wally Ahora?,Martin Handford,1993.0,7.0
8440616368,8.6,5,"Ocho, El",Katherine Neville,1991.0,43.0
8440618441,8.0,1,"Incierta Marea, La",Alison MC Leay,1992.0,8.0
844062719X,8.333333333333334,3,Maestro Cantor,Orson Scott Card,1993.0,25.0
8440627203,8.666666666666666,3,El mÃ©dico,Noah Gordon,1992.0,26.0
8440629540,7.0,1,El Hombre Terminal,Michael Crichton,2000.0,7.0
8440630794,7.0,3,Cuentos del Planeta Tierra,Arthur C. Clarke,1993.0,21.0
8440631537,8.0,1,Cuentos Completos Vol. 1,Isaac Asimov,1993.0,8.0
844063787X,8.0,1,Cuentos Completos Vol. 2,Isaac Asimov,1993.0,8.0
8440637969,7.0,1,El Diamante de Jerusalen,Noah Gordon,1994.0,7.0
8440642334,6.0,1,"Gente del Margen, La",Orson Scott Card,1994.0,6.0
8440643586,8.0,3,"Ocho, El",Katherine Neville,1995.0,24.0
8440644965,6.5,2,El Hombre Solo,Bernardo Atxaga,1999.0,13.0
8440648375,8.0,1,Calixto I - Papa Olvidado,Gilbert Sinove,1995.0,8.0
8440664370,5.0,2,Riesgo calculado,Katherine Neville,1996.0,10.0
8440666845,7.0,1,"Circulos de Piedra, Los",Joan Dahr Lambert,1999.0,7.0
8440668058,8.0,1,Luces del Norte,Philip Pullman,1997.0,8.0
8440672136,8.0,1,Las nueve revelaciÃ³nes,James Redfield,2001.0,8.0
8440677219,7.5,2,La rueda de la vida,Elisabeth Kubler-Ross,2001.0,15.0
8440679858,6.0,1,"Mascara del Zorro, La",James Luceno,1998.0,6.0
8440682441,5.5,2,El Circulo Magico,Katherine Neville,1998.0,11.0
8440690509,10.0,1,"Doctora Cole, La",Noah Gordon,2000.0,10.0
8440691491,7.0,1,El Testamento,John Grisham,1999.0,7.0
8440694350,6.5,2,"Circulo Magico, El",Katherine Neville,2000.0,13.0
8440694539,6.2,5,El Ultimo Judio,Noah Gordon,1999.0,31.0
8440697414,7.0,1,"Secretos de La Diosa, Los",Brenda Gates,2001.0,7.0
8441400156,7.0,1,Las Siete Leyes Espirituales Del Exito,Chopra,2003.0,7.0
8441400733,5.0,1,Las claves de la afectividad femenina,Lucia Sutil,1996.0,5.0
844140206X,7.0,1,EQ quÃ© es inteligencia emocional,Karin Boeck,1997.0,7.0
844140898X,8.0,1,Fronteras de Lo Imposible,Iker Jimenez,2001.0,8.0
8441409439,7.0,1,Tu Eres Lo Que Dices,Matthew Budd,2001.0,7.0
8445070320,10.0,1,El Senor De Los Anillos/the Lord of the Rings,J. R. R. Tolkien,1985.0,10.0
844507038X,10.0,1,El Silmarillion,J. R. R. Tolkien,1984.0,10.0
8445070843,10.0,1,Neuromante - Tapa Dura -,William Gibson,1995.0,10.0
844507119X,8.25,4,Fahrenheit 451 - T.D. -,Ray Bradbury,1997.0,33.0
8445071408,4.0,2,El Senor De Los Anillos: LA Comunidad Del Anillo (Lord of the Rings (Spanish)),J. R. R. Tolkien,2001.0,8.0
8445071416,8.4,5,El Hobbit,J. R. R. Tolkien,1991.0,42.0
8445071769,8.0,1,El Senor De Los Anillos: Las DOS Torres (Lord of the Rings (Paperback)),J. R. R. Tolkien,2001.0,8.0
8445071777,9.5,2,"El Senor De Los Anillos: El Retorno Del Rey (Tolkien, J. R. R. Lord of the Rings. 3.)",J. R. R. Tolkien,2001.0,19.0
8445071955,6.0,1,El Herrero De Wooton Major,J. R. R. Tolkien,2002.0,6.0
8445073850,8.0,2,Cronicas Marcianas,Ray Bradbury,2003.0,16.0
844803046X,8.0,1,El Pais de Los Kenders,Mary Kirchoff,1999.0,8.0
8448030478,7.0,1,"Hermanos Majere, Los Vol. 3",Kevin Stein,1999.0,7.0
8448902378,8.0,1,LÂ®impostor (Antaviana jove),Manuel L Alonso,1996.0,8.0
8449408164,7.0,1,El Lazarillo De Tormes (Clasicos Universales),Anonimo,1998.0,7.0
8449500435,6.5,2,"Odisea, La",Homero,1998.0,13.0
8449500516,9.0,1,Macbeth - Hamlet,William Shakespeare,1998.0,9.0
8449503027,8.0,1,Narraciones Extraordinarias - 1 Seleccion,Edgar Allan Poe,1998.0,8.0
8466300104,6.0,1,Mal de amores,Angeles Mastretta,2000.0,6.0
8466300554,7.0,3,El Diamante de Jerusalen,Noah Gordon,2001.0,21.0
8466300570,7.0,1,Muchas Vidas Muchos Maestros,Brian Weiss,2002.0,7.0
8466300708,5.0,1,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,2001.0,5.0
8466301151,10.0,1,"Ella, maldita alma",Manuel Rivas,2002.0,10.0
8466301240,7.0,1,A traves del tiempo,Brian L. Weiss,2000.0,7.0
8466301526,5.0,1,Cuba Libre,Elmore Leonard,2002.0,5.0
8466302263,8.5,2,El Ultimo Judio (Punto de Lectura),Noah Gordon,2003.0,17.0
8466303316,8.4,5,La fiesta del chivo,Mario Vargas Llosa,2001.0,42.0
8466303626,7.0,1,La inteligencia emocional de los niÃ±os,Lawrence E. Shapiro,2001.0,7.0
8466304592,8.0,1,El Cuento De LA Isla Desconocida,Jose Saramago,2003.0,8.0
8466304630,9.333333333333334,3,Rayuela,Julio Cortazar,2001.0,28.0
8466305033,8.0,5,La Carta Esferica,Arturo Perez-Reverte,2001.0,40.0
846630620X,8.0,1,Vida Sin Condiciones,Deepak Chopra,2002.0,8.0
8466306773,8.0,1,Instinto de Inez,Carlos Fuentes,2003.0,8.0
846630679X,9.5,2,La caverna = A caverna,Jose Saramago,2002.0,19.0
8466307982,6.5,4,La joven de la perla,Tracy Chevalier,2002.0,26.0
8466606211,9.333333333333334,3,"Criptonomicom 1, Spanish Edition",Neal Stephenson,2002.0,28.0
846660684X,6.0,1,Preguntale a Platon,Lou Marinoff,2003.0,6.0
8466608699,8.0,1,Hot Line (Ficcionario),Luis Sepulveda,2002.0,8.0
8466608850,8.0,1,Un Pasado Sombrio,Amanda Quick,2003.0,8.0
8466610685,7.0,1,El Psicoanalista,John Katzenbach,2003.0,7.0
8466612815,6.666666666666667,3,Estupidos Hombres Blancos,Michael Moore,2003.0,20.0
8467001283,5.333333333333333,3,DOS Mujeres En Praga (Espasa Narrativa),Juan Jose Millas,2002.0,16.0
8467001615,5.0,2,De Todo Lo Visible Y Lo Invisible,Luca Extebarria,2003.0,10.0
8467004118,7.0,1,Irak: El Estado Incierto,Eric Frattini,2003.0,7.0
8467004991,6.0,2,LA Hija Del Canibal,Rosa Montero,2003.0,12.0
8471664933,8.0,1,La Celestina,Fernando De Rojas,2001.0,8.0
8471666391,7.0,1,Vida Antes de La Vida,Helen Wambach,1991.0,7.0
8471669226,8.5,2,El profeta,Gibran,2001.0,17.0
8471767767,4.0,1,LA Rebelion De Los Enanos (Dungeons and Dragons: Timun Mas),Rose Estes,1985.0,4.0
8472229955,10.0,1,El Candel contra Candel: Relatos y cuentos (Laia Literatura ; 24),Francisco Candel,1981.0,10.0
847223116X,7.0,1,Las Amistades Peligrosas (La Sonrisa Vertical),Pierre Choderlos De Laclos,2002.0,7.0
8472231496,8.0,1,El Hombre Anumerico,John Allen Paulos,2002.0,8.0
8472231887,8.0,1,Te Llamare Viernes (ColecciÃ³n Andanzas),Almudena Grandes,2002.0,8.0
8472232212,8.0,1,Vida Y Amores De Una Maligna/the Life and Loves of a She-Devil,Fay Weldon,1985.0,8.0
8472234320,9.0,2,Malena Es UN Nombre De Tango (Andanzas),Almudena Grandes,2002.0,18.0
8472236145,6.0,1,Pensar La Matematica,AA.VV.,2002.0,6.0
8472236552,8.2,5,UN Viejo Que Leia Novelas De Amor/the Old Men Who Read Love Stories (ColecciÃ³n Andanzas),Luis Sepulveda,1993.0,41.0
8472236994,3.0,1,Los Novios Bulgaros/the Bulgarian Boyfriends (ColecciÃ³n Andanzas),Eduardo Mendicutti,1993.0,3.0
8472237966,8.0,4,Historia De Una Gaviota Y Del Gato (Andanzas),Luis Sepulveda,2002.0,32.0
8472238350,8.0,1,Te Llamare Viernes (Fabula),Almudena Grandes,1994.0,8.0
8472238806,7.0,1,El Club De LA Buena Estrella,Amy Tan,1995.0,7.0
8472238822,7.0,1,Tu Nombre Escrito En El Agua (La Sonrisa Vertical),Irene Gonzalez Frei,2002.0,7.0
8472239284,8.0,1,Patagonia Express (ColecciÃ³n Andanzas),Luis Sepulveda,2002.0,8.0
847223973X,9.0,1,Que Se Mueran Los Feos (Fabula),Boris Vian,2002.0,9.0
8472453723,7.0,1,Fluir (Flow) Una Psicologia de La Felicidad,Mihaly Csikszentmihalyi,1998.0,7.0
8472570118,5.0,1,Los hijos de Sira LÃ³pez (Espejo de madres),JosÃ© Luis MartÃ­n Vigil,1980.0,5.0
8473396413,6.0,1,Introduccion a la Antropologia Social,Juan Maestre Alfonso,2000.0,6.0
8474103347,7.0,1,Espurnes de sang (La Negra),Antoni Serra,1987.0,7.0
8474171075,4.0,1,Promesa Salvaje,Patricia Matthews,1993.0,4.0
8474171091,8.0,1,"Amante Cautiva, La",Shirley Busbee,1993.0,8.0
8474171180,8.0,1,Cancion de Amor,Valerie Sherwood,1993.0,8.0
8474442974,6.0,2,Amado amo (ColecciÃ³n Literatura),Rosa Montero,1988.0,12.0
8474448174,7.0,1,Mitologia - Guia Ilustrada de Mitos del Mundo,Roy Willis,1997.0,7.0
8475020658,5.5,2,"HistÃ²ries marginals (SÃ¨rie \La Unitat\"")""",Josep Lozano Lerma,1982.0,11.0
8475090362,8.5,2,El arte de amar,Erich Fromm,1982.0,17.0
8475090451,8.0,1,Miedo a la libertad,Erich Fromm,2001.0,8.0
847509452X,6.0,1,Ensenar A Pensar,Raymond S. Nickerson,1993.0,6.0
8475096212,7.0,1,La Camara Lucida,Roland Barthes,1993.0,7.0
8475251471,8.0,2,La vuelta al mundo en 80 dÃ­as,Jules Verne,1984.0,16.0
8475307825,7.0,1,Obras Completas De Agatha Christie (Grandes Maestros Del Crimen Y Misterio),Christie,1989.0,7.0
8475560490,8.0,1,Sigue Tus Suenos (El Jardin Interior),Francis Amalfi,2002.0,8.0
8475843271,5.0,1,AixÃ² Ã©s RÃ dio Pica (ColÂ¨lecciÃ³ Embat),Josep Roca,1997.0,5.0
8475960650,5.0,1,Els conys saborosos (Tros de paper),ValeriÃ  Pujol,1986.0,5.0
8475960936,9.0,1,Les llengÃ¼es d'Africa (Biblioteca universal EmpÃºries),M. Carme Junyent,1986.0,9.0
8475966519,7.0,3,L'abominable crim de l'Alsina Graells (Narrativa),Pep Coll,1999.0,21.0
8475967175,5.0,1,La gÃ bia d'or (Narrativa),Antoni Puigverd,2000.0,5.0
8476021844,6.0,2,El preu de la quimera (Narratives),Jordi Font i AgustÃ­,1992.0,12.0
8476409419,8.0,1,Estudios sobre el amor,Jose Ortega Y Gaset,2001.0,8.0
8476680856,10.0,1,El actor y los demÃ¡s (Laia/literatura),Fernando FernÃ¡n GÃ³mez,1987.0,10.0
8476690495,7.0,1,de Parte de La Princesa Muerta,Kenize Mourad,1993.0,7.0
8477021473,8.0,1,Pozo y El Pendulo y Otras Historias Espeluzna,Edgar Allan Poe,1998.0,8.0
8477201447,6.5,2,El Alquimista,Paulo Coelho,1996.0,13.0
8477204055,7.5,2,El caballero de la armadura oxidada,Robert Fisher,2000.0,15.0
8477206384,6.0,1,Recupera Tu Autoestima / Restore Your Self Esteem,Louise Hart,1998.0,6.0
8477207348,6.0,1,El Libro de la Suerte,Mary Sol Olba,1999.0,6.0
8477209804,7.0,1,El Gran Libro de La Meditacion,Margit Dahlke,2003.0,7.0
8477270120,5.0,1,Tap d'escopeta (MÃ­nima de butxaca),Carles Casajuana,1987.0,5.0
8478080392,6.0,1,Los ojos del hermano eterno,Stefan Zweig,2001.0,6.0
8478082344,8.0,1,Las Chicas Buenas No Toman Postre,R. Meadon,2001.0,8.0
8478082395,9.0,1,Los Diez Secretos Del Amor Abundante,Adam J. Jackson,2001.0,9.0
8478082441,7.0,1,La abundancia a travÃ©s del reiki,Paula Horan,2001.0,7.0
8478082875,9.0,1,Cuentos de hadas retorcidos,A.J. Jacobs,2001.0,9.0
8478092943,7.0,1,Els plaers ficticis,LluÃ­s Ma TodÃ³,1991.0,7.0
8478098267,9.0,1,El dia que es va cremar el Liceu (La primera Columna),Joan Agut,1995.0,9.0
8478444211,9.0,1,El Baron Rampante,Italo Calvino,1999.0,9.0
8478446400,8.0,2,Vendedor de Cuentos,Jostein Gaarder,2003.0,16.0
8478800336,6.0,1,CÃ³mo ser una mujer y no morir en el intento (ColecciÃ³n El Papagayo),Carmen Rico-Godoy,1990.0,6.0
8478808868,7.0,1,Agobios nos da la vida: Sabios consejos para torear los problemas del dÃ­a a dÃ­a,MarÃ­a Teresa Campos,1997.0,7.0
8478884459,8.0,3,Harry Potter y la piedra filosofal,J. K. Rowling,1999.0,24.0
8478884955,8.333333333333334,3,Harry Potter y la cÃ¡mara secreta,J. K. Rowling,1999.0,25.0
